review_id,username,content,rating,review_date
57d3ea84-5f57-4f46-a89f-bea6fef40422,Chak Vibol,More too slow connections and often cuts off also unstable connected / Thanks internet smart ដើដូចអត់សុីបាយយឺតនុះយឺតងាកដាច់ៗយឺតម៉ែអាយឺតហើយរកបើកមើអីអត់កើតយ៉ាប់ណាស់,1,2025-07-01 01:51:46
73aa974a-fc96-43fe-bdbb-fbe9574e9090,roeun ousaphea,very slow app I ever use,1,2025-06-30 15:39:31
d9711a35-aa81-431a-a154-232d5202bc02,SORN RATHA KH,I'm deaf. can sms only,5,2025-06-30 00:10:29
0fc31568-dc4c-4c86-9180-7ec454737ce2,លីមិញ LyMinh,"Easy and good to use, have alot of advantage",4,2025-06-29 10:09:39
09d876cc-df52-4034-ab59-e946842cc2a7,Sunya Thearith,"I just realized they took away my smartpay without giving me information, like why!? I have called the agent and they said because i haven't used it for a long time and i can't have it again no matter what. so disappointed. I'm also a fan of Smart but after this, it won't be the same💔",1,2025-06-29 01:18:48
69474971-12d7-4835-82fc-399378ad41a1,Dale Perrins,home screen not working. just say oops there's an error so I cannot view my remaining balance or top up of needed. just loads a blank screen,1,2025-06-29 00:04:25
387fd9a7-94ca-4e5f-9391-b9957360ed3f,Pengchhy Nhork,internet kon mii jkj វេទនាប្រើណាស់,1,2025-06-28 19:10:23
cdb462eb-4e36-40ae-804f-7a1d677db319,Summer ColdCola,app crash. can not open.,3,2025-06-23 08:22:39
aa037897-bde5-4af3-be4e-35551494a762,Pooz Mut,good,5,2025-06-23 02:04:39
5689a7a5-f0f5-4ebb-8423-27f4e11a96a3,Khunnoeuk Khiev,good,5,2025-06-21 21:21:00
53f15c6c-70f6-4f19-bd16-d40d9ca4afed,Lana Khema,I like Smart app internet faster and easier for me learn IT skill 😁,5,2025-06-21 15:36:10
3cfce48d-2abb-42dc-be5f-64ea2f907d5f,Shawon Gazi,ok,5,2025-06-20 11:39:58
32ff42af-5981-43f0-9b1b-f8a3985bc9bd,Itzme zendy,it's to slow!!! I can't use internet,1,2025-06-19 11:52:29
471a246c-65d8-4a3d-bcfd-6d8974ad7216,Dy Tra,good,5,2025-06-19 00:52:18
14b9664c-673b-4f06-9337-0c9e973712a7,Marcus Appleby,"No calling rates published anywhere, neither app nor website.",2,2025-06-17 17:37:14
20cf237a-0046-4efb-ab23-045d946ca1b0,Ka Zin,អ៊ីនធឺណិតយប់ឡើងលេងមិនកើតដូចអាចម៍ ស៊ីលុយដូចរន្ទះ៣ថ្ងៃអស់ ហើយមុនផ្ដាច់អ៊ីនធឺណិតក៏មិនផ្ញើសារប្រាប់អតិថិជន។,3,2025-06-16 23:53:35
d08b3fb7-b214-4130-941b-a546eec4ba8f,Sulli Van,very good,5,2025-06-16 16:36:23
efbb7e7c-8fca-420c-a341-36ca2bcc683f,RSK Raksa,good,4,2025-06-14 06:32:33
e25d08cb-3951-4942-a41b-f16e22c166cd,James,Smart is officially THE WORST carrier in all of Cambodia. Complete and utter trash.,1,2025-06-13 14:52:42
3e1c3d44-48d5-4fb2-9114-bdeca2e233db,Gothama Karunarathne,If I ran out of data the smart app should be able to load for me to reload and activate a package. otherwise no point of having the app if i have to go to a store to buy or reload. Packages are not clear and I'm not able to access other packages easily. I live in TK yet most times connection is so unstable or no connection at all. I tested in both apple and android its same,1,2025-06-13 13:04:56
69de813a-dceb-4282-a1c9-5891caf8cb75,Kongchan Makara,fix your internet issues bruh,1,2025-06-12 21:09:06
12dc72d2-fdaa-4a35-a20f-06e89e5d59ee,viechhaiy 700,good,5,2025-06-11 02:01:18
72e0365e-4788-4ad6-9438-262fac099e21,Khmer 1jivit Cambodia,good,5,2025-06-10 06:56:41
8d76e882-2667-415f-9ab0-5e73201bfeb0,Sam Sung,why my network always slow even 4g+ so f slow I play game always defeat network always slow why? :(,1,2025-06-10 00:17:19
6adfbfd0-1032-4215-a62c-d2a3dd18530f,Primitive Technology,ស្រលាញ់ smart ពេលជិតអស់លុយ internetស៊ីតិចមែនទែន ជួយបានមាគ្រា សូមអគុណដល់ smart ខ្លាំងណាស់ដែលគិតគូរចំណុចនិង អាចជារឿងមិនសំខាន់សម្រាប់អ្នកផ្សេងតែខ្ញុំគិតថាជារឿងសំខាន់ណាស់មនុស្សយើងជៀសអីផុតពេលខ្លះ ជាចុងក្រោយមិនមានអ្វីមានតែពាយជូនពដលបុគ្គលិក smart ទាអអស់អោយមានសុខភាពល្អនិងលោកប្រធានក្រុមហ៊ុនស្មាតអោយមានសុខភាពល្អអាយុយឺនយូ ពីរ ខ្ញុំ សំណាង វឌ្ឍះនះ ❤❤❤🙏🙏🙏🌹🌷🎋,5,2025-06-09 11:49:57
b6ca19a6-ffe7-4a17-ac27-7975689f0100,Master KH,check your internet speed,1,2025-06-08 22:17:40
d79cd66b-f78a-41f3-96ee-27f353e48b9f,Li Chhorng,The internet is super slow And I can't even log in to the smartnas to see my MB or GB too.,1,2025-06-07 10:58:39
f5d4b00b-6e12-47ae-9809-0e44354c8cc1,SERNG ROM,Thanks you,5,2025-06-06 19:22:12
3bbc07a4-849b-4197-b2b1-c7c4f4f8e365,Hony Buzzy,Ach,1,2025-06-05 11:28:34
2c53f572-eb1a-4a48-a816-60472f61520b,Oyster Sus,"I'm so done with smart!!!! My internet keep on turn to E everytime. what happen to smart now. I don't want this kind of services, It just make me want to change to another company's internet.",1,2025-06-05 02:33:07
7bad27df-a014-45c0-bc05-fd0d80389e55,A Google user,មិនសូវល្អ,5,2025-06-02 18:00:58
f8c867d8-4923-46d3-9ad7-b81b6e62006b,thea 9999,good luck,5,2025-06-01 10:29:25
9dd191e4-df94-4558-b4ef-439c1de11206,fattynon non,I love this thing,5,2025-05-29 08:39:30
e6896280-e214-4e3a-b552-e83c4f0b8b6f,Ran chanpanhazin,my internet is so slow all the time I use smart,1,2025-05-27 22:40:19
8b59672b-1663-4d78-98d8-3bc7a8d46880,Chit Chhay,It's great for top up.,5,2025-05-26 08:38:15
5d9156f5-4128-41c0-aafa-224456d7ee7e,ស៊ាង ហៃ,ល្អណាស់,5,2025-05-25 07:42:12
7887d837-5ee6-470a-8c52-e5b5c1caaf3a,bro sa,ក្រុមហ៊ុនឡើងដូចអាច់,1,2025-05-23 20:24:28
11cdee26-1649-435c-80ea-a8a77d385f4f,Rin Run,និយាយពីសេវាវិញមិននឹងណរហេីយslow ចេញអក្សរE សង់គ្រប់ពេលនិយាយរួម ក្រុមហ៌ុនស្មាតសេវាឡេីងអន់ សេវាអន់ៗចឹងបិតក្រុមហ៌ុនចោលទៅ,1,2025-05-23 09:56:29
b2bb97d6-1bcd-4bf9-9e85-4c456187a4e6,Meng Fake,កូនមីចុយម្រាយsmart,5,2025-05-19 18:48:16
b4a881c9-1ba8-4c64-a991-d4437261ee48,Kiry Virak,why internet slow at nigth,1,2025-05-15 21:46:46
be5af5d0-6f81-4adb-870a-5958ebf45de3,Ponleu Celestial,មិចបានដើរយឺតម៉េស! អោយប្រើអ៊ីនធើណេតដឹងដើរយូរម៉ង,1,2025-05-13 21:23:57
cb92bc1e-5807-4492-9c21-896791efdc28,Samrith Chanra,bad network ever,1,2025-05-12 22:30:01
b424579a-7ded-40bd-b40f-5e4e097c970c,ខា សេងហ៊ួ,Poor,1,2025-05-10 17:51:12
9ac70a19-e2fb-4fe7-97a6-59373c2e4677,Kha Senghong,I used this smart so many year and still complain about service network is never change and this app is useless to solve problem.,1,2025-05-08 22:25:25
cf9f1f8e-3d79-4edb-9611-079e41c27b1d,Andrew Thomas,"It was a good app but now It's impossible to use on my phone now because I can't use an e SIM. It says my phone is not compatible with it, and it's not really an old model. Please fix this. Thank you. Update May 2025. It's back to being useless since I can't top up or do anything without an esim.",1,2025-05-08 08:19:17
504d73ae-1039-4efe-9ffc-c86492019074,You Lovely,good luck,1,2025-05-08 03:23:49
83bc15ea-30ce-40eb-96ea-b64081f92472,keo Manug,love,5,2025-05-07 09:45:50
af91cea0-4fe7-46a7-ac3a-faa475834c6d,CamTV Kh,សុីលុយលឿនណាស់ ក្រុមហ៊ុនគួរកែសម្រួលផង 1$ ១ថ្ងៃ ចប់ហើយ,1,2025-05-06 15:48:14
3ced490e-5839-4d32-94c2-e27750e26d74,Pheasoa Vut,running with less internet in Phnom Penh,1,2025-05-04 06:32:00
66d98c7c-9577-43fe-9791-5807c47ac2ef,Vovo Vovo,លេងrobloxសីលុយនេះសី,1,2025-05-03 19:52:38
69a3c597-2499-4b50-997a-4f35bf442365,Hea Chav,good,5,2025-05-03 13:41:07
5de69fe1-fee5-4585-bcda-4a3becfb9b89,GARA OfThesame,good luck,5,2025-05-03 12:25:02
7e2692d7-16c9-4c7b-a2c1-26b508638522,Mey Rachana,top up 1$ បាន 0.90 0.10 កាត់ទៅលើ smart pleng pro daily?,1,2025-05-02 09:12:33
f2a4a987-fd2a-4ed5-8fab-ed1095e42f57,Chhin Chiven,"I really appreciate this app because of how easy it is. I can check my SIM card activity and track my balance-feel so convenient. However, I don't understand, why do you have ponts expire when the redeem rewards never exist? Should have removed that service from the Smart Nas. It's useless",2,2025-05-01 16:09:01
8c310d58-a059-4858-a53c-1966168153ac,Funny night,បង្កើតកម្មវិធីបោកលុយតែពីអ្នកប្រើប្រាស់,1,2025-04-30 23:34:20
edde203b-e737-4286-991a-1e3805985ebc,Kh Khmer,good,5,2025-04-30 10:06:46
b39244df-1f90-4a35-a8be-9101dd1c40ef,Tha Nis,good,5,2025-04-29 21:49:47
cab6d726-ef9c-4a38-9347-ab43bf50049e,Chandtharanureach Chuon,good,5,2025-04-27 14:32:52
f3346bf3-53a4-4088-a640-8946b956f9f8,ហេង សុខពេជ្រ,កាត់លុយច្រើន ហើយដើរយឺតទៀត jm,1,2025-04-26 20:18:44
93df9133-550f-4dbe-ae66-4d2812d48303,Piseth Seang,សង្ឃឹមថា កំណែក្រោយៗមាន functions ទិញ Esim បានក្នុង App បង,3,2025-04-25 14:06:51
8b8ec09c-cbb3-4cba-ae17-601c0be1b3ff,Ë.P Ÿåñg,ចុយម្រាយsmart ដូចអាច៍ ចឹងយប់ឡើង ស្លូចុយម្រ smart ជីវិតដូចអាច៍,1,2025-04-23 22:17:00
6c6b09e0-c6e7-4947-80d0-8ca95f61fd59,Ken Zy,smart doch ach slow jmr,1,2025-04-23 15:16:01
a15fcb74-9102-4ab3-b921-15f0a1b95bbc,Rtt Rtt,So week network I use metfon is better,1,2025-04-21 21:16:28
9fcbe8d8-87ec-44cc-8fa6-fd7feebbe36d,GO GO,Smart internet in my area is so bad that I could not even open the app.,1,2025-04-20 21:08:32
88ee22ff-c518-4ce0-ba65-055df1fb1dc9,Gh Cf,why smart now slow??,1,2025-04-18 17:26:45
da8222f3-e9f9-4601-9d8e-469357fa5801,Phearin Buon,The best interest,4,2025-04-18 16:52:07
28512167-e2b5-4115-bb6f-8ab0c16d44e8,Kimcheng Kimchhay,សេវ៉ាឡើងដូចអាចម៍,1,2025-04-16 11:48:10
1ad64e8f-8351-44be-b57b-4ebef58fb51c,Xyng,good for checking money,3,2025-04-15 07:06:46
b10678e9-a561-4b0e-a69e-d652247752e2,Seng Engchy,good,5,2025-04-14 21:49:11
bc1fa1e5-f424-4c9a-82bf-96d33aa00087,BroTra 14K,good,5,2025-04-13 22:38:51
8182561d-684e-4662-ad89-bf6e1fc0c193,Socheat Mut,The app is constantly crashing no matter what. Always gave me a runtime error. update doesn't fix anything.,1,2025-04-12 16:41:35
ef0a6363-4ad9-4eab-806d-e46f34d13939,Ka Samaro,Good,5,2025-04-11 19:24:44
0a9cac1b-e044-49d4-a1a6-a39086ac6092,Sothea,"I had the app on my previous device. Apart from being able to top up, there's little use in it. The reward is impossible to win for average users.",4,2025-04-11 07:01:34
6804d6d2-a179-414c-8d18-10b977684a2e,bong mama,very good 👍,5,2025-04-04 20:00:44
56f12ded-a743-4fbe-a1c9-cb484e7c9752,Po Rean,feeling better,5,2025-04-04 11:05:55
b571dc62-7848-43d6-b08c-d5ad78a5696e,Vk Dara,the app is 👎,1,2025-04-03 21:07:58
cdfeca55-09cb-496b-a7b1-808f4b6dc0b9,Baqir Ali Ammar,Thank you,5,2025-04-03 16:30:30
fffec90b-41c9-4a22-8bed-8935cb411a9d,Chhunly Kim,Idk what to put just good,5,2025-04-02 21:25:21
c6339a16-8d0e-44a6-adb6-dd74d30df4c8,senpised uth,the data don't work 😭 even when I have plan,1,2025-04-01 13:43:31
21fbff40-8b82-4c01-a1c5-20ed142c5a0f,PENH CHHUN,It is great.,5,2025-04-01 05:49:44
a5403933-6b6f-41c1-a5c7-ad634cfa8c79,Run Run,Good,5,2025-03-29 18:08:12
4ecf078a-d634-4bc2-aa81-d7e690d2d1ae,Son Goku,can y'all fix the internet please am I paying my money for nothing.focus more on the internet it's slow ash,2,2025-03-28 21:17:30
4c0ada31-c118-44e6-a957-d2c750423d67,RATHOU BC,help me,1,2025-03-28 20:52:37
faf9058a-833e-44fc-99df-a08480ace9c3,NØN FUSIØN,App is so very bad.,1,2025-03-28 20:36:04
761dc925-3ad8-4d95-8c34-43388e5f782f,Peng Tean (PTN),good,5,2025-03-28 01:53:03
5786d950-f853-4592-b78b-9673f32acc45,Chea Vuthy,good,5,2025-03-27 22:23:26
39057ac0-2885-4d15-a1c3-4c7f9c5db35b,Oli,🙂🙂,5,2025-03-27 16:06:15
ec0b64a9-b5da-45e2-b3f1-337bafd199dd,Bro Pov,ok,5,2025-03-25 02:12:59
c70712a1-fed3-4a16-b9db-824e16cefc36,Vireak Monika,សេវាដើរយឺតដូចអណ្តើក👎👎👎👎,1,2025-03-24 08:36:06
95e17727-d2c1-41d3-8ee3-a8ac91c2288b,Bongla xu,Good,5,2025-03-23 18:24:58
66d9e1b0-6b39-4fc3-94f3-32899575d52d,The Animals,Helpful app to manage our data.,5,2025-03-21 20:12:44
947e4fcf-dbfa-46b1-a78b-2d0c4c5bc9ab,Veha Kong,internet smart so very very very slow,1,2025-03-21 10:19:05
190f19ee-e295-492b-a46a-c4d4ff818adb,Stock B02,Internet very slow👎,1,2025-03-20 17:14:32
c495b23e-2294-40a7-9eba-39022cb0c326,bee Stronge,No need edition,5,2025-03-20 07:55:10
a35dc0bb-66f4-4cbd-9f2f-e41ed7dba288,Sna Phone,លឿន,5,2025-03-19 04:44:12
141177c3-8544-4a13-a341-439bacd5d467,PUTH SOEANG,ល្អប្រសើរ,5,2025-03-18 13:45:19
70592e48-16c4-4859-b98d-56d96c196ec2,Muham Math,Good,3,2025-03-18 06:53:41
96cf6c46-a355-4d24-bacc-04bc122498ae,Te Nhauch,Crazy app make kid loss money,1,2025-03-17 20:52:16
6b0cadbd-25ca-42b4-9011-2fcbb559d761,T,"Seriously guys, you do NOT have a right to repeatedly text me. I top up when I need too & NOT before then. I've never known an app to text me as much as - Not So Smart - does.",1,2025-03-14 17:43:23
f7717435-deee-4c6f-a205-47f3ae98b66b,Bhhlhb Xlfhhnm pp,The good ngl,4,2025-03-14 11:16:21
bdb4901c-0b80-4a9b-a1ba-4eee67143a8b,Sna Kaiju,Good,5,2025-03-14 09:13:37
7a145816-54f6-42d1-a9fe-83e4872e3071,Whïtë Pändä,Come on we need dark mode it's so bright at night,1,2025-03-13 22:48:48
d6e29b1d-ddfd-41a0-960d-9f3a4a5845ce,Rak Smey,Pls fix your app 13/03/2025 9:35PM,2,2025-03-13 21:35:47
840c7253-b9ac-416f-93aa-92b48382e985,Phon Pheakdey,Internet not good,5,2025-03-13 21:15:48
2d2926b6-0314-4367-9efc-16e2a857217b,Heang Dara,Good 👍,5,2025-03-13 14:06:20
8d03f892-c335-49f8-a66a-df5acc11f4aa,Sovan Da,Always cut money,1,2025-03-13 00:07:34
7c730c30-1684-4649-9ef8-10db13a6c712,ព្រះនាមលេង KH,Ok,5,2025-03-12 23:50:34
8c1891c3-a0a5-42c1-bb54-d111b82d0ec4,Sothearith Sang,👍👍👍💋,5,2025-03-12 14:25:44
bf8dbfad-9644-4f88-9336-160fd8750342,ពេវពេវ ស្លាបមាន់ក្រឡុក,ល្អ,5,2025-03-11 10:10:31
b22a5603-194f-486e-839e-dd8ed3ed4c2f,Md Abdullah Al Mamun,Good Internet Service,5,2025-03-10 03:49:02
a6572755-de1d-4f4a-bc75-75655b666036,ឈានលីសៀវ ហ្វុង,សេវាល្អណាស់បន្តវាឲល្អរហូតណា,5,2025-03-08 21:27:24
efffd269-39e8-472c-9d78-7ca34365748d,Bun Lyda,Best,5,2025-03-07 19:58:30
fd4b71a2-cab8-45ea-a673-c13806981c7b,A Google user,ងាយស្រួលសម្រាប់ការប្រើប្រាស់,1,2025-03-07 11:53:07
2661f15f-1761-476a-8bf9-beb18feb67e0,Support Solution,"App is not bad but the connection service sucks. I got Smart Laor! Data 1.5 plan with auto renewal, but Smart resets my remaining data to zero unless I renewed it early even though I already paid for this 15GB data. So, what is the point of having this auto-renewal feature? I keep getting messages urging me to go for 60GB data plan, but the connection is so slow that I couldn't even use up the data plan before the next auto-renewal. I can only get good connection when most people are asleep.",1,2025-03-06 23:08:30
a91821cc-4996-4a7a-845c-e1cc452cf143,nrithya mao,Slow jmr,1,2025-03-05 18:37:40
da60730d-bef8-40a0-a68b-28ba380979ec,អ៊ុក វីរ: ET-13B,Good,5,2025-03-05 16:24:47
8b6d182a-3965-477d-bc4c-2ea10911726e,Monu Kh,This internet service is very bad 👎 😑 😐 .,1,2025-03-04 20:53:18
ddb8b4ce-0df1-421e-931b-c2db86d9dc76,salesh satiya,please fix the darn website istg i can't log in 🙏😭😭 it keeps saying website error,1,2025-03-04 14:15:04
15100e31-85f5-447c-8609-b0014c2d6fc0,Yurita Mam,Very good,5,2025-03-03 19:37:22
55b3f2cd-d0ac-47d5-aba5-71eef3eb3c3d,Ros Phearom,The worst app ever,1,2025-03-02 15:20:10
9a235bbc-c6aa-448c-946a-9959f1a40053,Rith Pov,Good,5,2025-03-02 11:14:00
402128c0-ce67-46e1-bb99-dc073e6806f4,Hong Keo,Kak internate,1,2025-03-01 21:34:15
2a8ae0d5-d225-49b0-ae74-8515f6191575,BON THET,smart ជីវិតក្ររហាម,5,2025-03-01 12:44:16
11ca19d8-b183-43db-a69f-dcf4d3c0e4e5,Harry Thompson,Doesn't work at all,1,2025-03-01 09:11:31
091a8116-a183-465b-a8f4-297b6b7de81e,Chhun Nisa,Good,5,2025-03-01 01:47:01
7488f7fd-2537-4925-9915-ce89438e84d0,Boranith Heng Around the world sharing,Great.,5,2025-02-27 20:11:32
a50e6a07-d9b3-47d4-827f-66fde86ba7a5,Shop Shop,ស្រឡាញ់♥️,5,2025-02-27 08:54:46
51817d79-5ef1-4f63-a0ff-e4307d1b9766,Chanlak Pen,Updatenow,1,2025-02-26 20:52:30
5080df9c-be6e-45d8-854d-03665d347bbc,Chhin Sovannarith,Good,5,2025-02-26 07:23:45
f1949260-741f-4cf9-96bf-93bf3b1b126c,VEASNA MORK,ពួកក្រុមហ៊ុន ស្មាត ថោកណាស់👎👎👎👎👎👎👎👎👎👎,1,2025-02-26 07:23:06
42bd562a-a440-4507-9d47-641567a2ed44,NIN SOPHA,Good,4,2025-02-25 14:01:39
6119e1d9-50ac-4bed-96b5-ff26470bf806,Brosh Penh,I like this app.,5,2025-02-24 22:45:06
032f8523-47f3-4286-bcc6-8e21d4ad46d2,samnang sun,Good,5,2025-02-24 12:57:13
980055d3-51b4-4c87-93ea-2d28b1d7d14b,Lorn sovanraksmey,Excited 😆,5,2025-02-24 11:08:57
8f38135e-896e-4023-982d-4f0af58ec7b9,Nang sak,ទើបបានស្វែងយល់ដំបូង សូមអរគុណ។,5,2025-02-24 10:36:16
8f5d4156-edc4-4a96-b2e5-f784054fdf9c,Both Gaming,Smart mea vea slow jmr,1,2025-02-22 20:18:57
64d9ebfb-418e-4804-bc0c-14dedc405633,Ibrahim Khalil,I think very good,5,2025-02-20 23:03:22
8ada54ce-a19e-4aaf-98c3-f656f7623972,Chantrea Try,ភ្ជាប់​សេវាកម្ម​ សុវត្ថិភាព​តាម​អ៊ីនធឺណិត​ ធ្វើ​ឱ្យ​អ៊ីនធឺណិត​យឺត​ មិន​ដើរ​តែ​ម្ដង​ ឥឡូវ​ផ្ដាច់​វិញ​ហើយ,1,2025-02-19 10:38:13
01ca9cc5-092b-450e-8d8a-1f48c06db69d,Vinha T,"I can not sleep for the whole night because its annoyed notification from this App. I have tried to look for what strange sound coming from in my house. Finally, it was from my phone with this app due to asking to top up repeatedly for the whole night. How crazy the developer is!",1,2025-02-19 03:37:04
90fdccde-b616-4283-9ea8-a036789cb9ac,Chan Pav,ពេញចិត្តណាស់បាទ🥰,5,2025-02-18 22:46:25
770a253f-feb6-4539-a2f1-3e6a62e17898,VOEURN DAVUTH,ស្រួលប្រើ,5,2025-02-18 20:59:11
165faff9-71c5-43c5-a578-e3ef92f8b543,BUT BUNTET,good,4,2025-02-18 00:51:26
9cd4e7b0-a305-4399-9955-e2e9af07983b,Vi Sa,Slow Jm 😡😡😡😡😡,1,2025-02-17 11:29:47
997bc47e-5658-4fb2-9926-6501e851320d,Chy Sokong,Kak internet mes,1,2025-02-16 20:25:23
f1719e9e-71fa-40db-a0ea-496dee94d911,Tha Vy,A bit faster than my grandma,3,2025-02-16 13:49:13
b2fc2f3e-a314-47bc-a1f0-c3af3af70eb9,Hav Kimhovn,យកលុយអញទៅណា២០សេនហា,1,2025-02-16 12:42:11
62a66a34-3691-401b-a789-275b65009bf6,Vong Chanvibol,good,5,2025-02-14 20:37:42
c4e98089-4bda-4609-8b22-dd371db051d1,Thou Lout,Best,4,2025-02-12 22:41:07
68904ab5-a3e3-4592-852b-2da86e5bae49,ផ្ទះបៃតង Home Garden,Good service,5,2025-02-11 06:47:55
1b145401-13ff-46a8-825d-a62c0349628b,KH M . C .K,Internet អន់ចុយម្រាយហើយអាត្រូវគ្រាប់,1,2025-02-10 15:05:09
94f2e719-8e09-4f74-8898-60991a3490dd,Du Du,ល្អ,5,2025-02-09 18:45:51
8b9a7d72-2f7e-4fb6-a48f-6829e2c4302a,Ren Sopheaktra,Very good for me,5,2025-02-09 10:54:06
c14a5326-7062-411d-9b26-bc2022fade68,Dara Ketya,excellent for all device,5,2025-02-09 05:35:46
07fa93c9-4fa5-4e64-be09-2efe28407c20,Makara Mork,I can't get back to use Smartnas app. Why?,1,2025-02-07 15:45:04
3a24590b-14c1-4ec6-9afe-36052a67447c,Chhon Chhamoven,Thank you smart,5,2025-02-06 22:00:14
6fdca27d-8a59-4293-b1a6-80913d6688e7,SAM KIM,good,5,2025-02-05 19:04:11
0cd38f14-03c2-458c-8f76-9773c5c04303,Sopheak Meas,good,5,2025-02-05 08:59:59
01936406-7956-4a65-b483-ea079bb4dfa5,mia marts,Waht my account anther people hacked please help me My account many 500000$,5,2025-02-04 16:30:09
57feb0ef-559f-47b5-929e-8c5bdb4e6438,Sharique Zafar,Worst network in the whole world 🌎,1,2025-02-04 07:29:40
64a102f3-f640-493d-8bc9-0ea8185faa35,He Dh,Good 👍,5,2025-02-04 03:25:12
dfa555e4-d2f3-4a35-8c2b-5af03bb71acc,Torng Torng,Good,5,2025-02-03 14:19:11
181397fd-578f-4c45-87cc-c0903746604f,King Kong Shop 176,always rob my balance,1,2025-02-02 18:41:13
5f4f391d-5502-4392-bdef-2a70207a21bd,anthony centino,I cannot open access code,5,2025-02-02 11:07:46
af091698-6625-417b-b09f-28915e478988,Mr Skeleton,Good enough,5,2025-02-01 07:19:12
318f718b-5dca-479d-9cac-f6252861d00f,Vanndet Suon,Very good,5,2025-01-31 21:20:21
5a7e2cfc-d3e0-4336-9369-698ab49c866c,Ra Chhet,good 👍,4,2025-01-31 15:15:45
2b1a2ebe-3dc7-4e4a-bb02-106adf970ee1,Yey Tha,Ok,5,2025-01-31 08:26:59
b4683482-5688-4980-a5c1-54c1ba4996f2,និទាន ចម្លែក,Appអន់ដូចអាចម៍ ក្រុមពូកែតែខាងកាត់លុយឥតប្រយ៉ោជន៍ សេវាអ៊ិនធើណែតអណ្តើកជាគ្នស ត្រឹមភ្នំក្រោមសៀមរាប Appពិបាកប្រើ,1,2025-01-29 16:42:19
aeef9100-9874-4a35-a2cc-0a8b59d1fae6,Phalyrothyana Sindy,Good,5,2025-01-27 07:40:40
8fed7ab0-1e73-4e76-a7c1-2b062107cc85,Bong Boran,I had to re-install the app. Now I can't get a code sent from Smart.,5,2025-01-26 17:42:43
48ba7ac0-25bb-4c77-85b4-c6477f995ef4,Ma Lis,Good 👍,5,2025-01-26 11:25:05
12b9a63f-2114-4ca5-a6a2-c19a43859942,Koung Bundara,Good service,5,2025-01-24 20:51:34
e8c68193-3220-4294-8f11-4b6613679a67,ti lim,Renew 1.50$ good,5,2025-01-24 16:38:46
6110d3e3-76c9-44ae-9317-1223fb68489d,Meng HeaNg,បើមាន night mode ទៀតកាន់តែ អេម,4,2025-01-24 00:06:15
0cf39365-1c1b-44fa-9f97-5a1d6360cb69,Daro Tuy,Good luck,4,2025-01-23 14:49:22
cb06fb06-1e6a-477d-802e-af3d057f32ff,Eung paolong,I CAN'T EVEN LOG IN TO MY CAMBODIAN NUMBER BRUHHHHHHHHH,1,2025-01-23 10:49:33
